property_id,policy_id,year_built,construction,area_sqm,floors,has_alarm,replacement_cost,location_type,sprinkler_grade,building_value,contents_value
H-000952,P-000952,1989.0,brick,102.0,2.0,True,59147.05,,,,
H-000954,P-000954,1985.0,brick,75.0,2.0,True,72197.53,,,,
H-000957,P-000957,2000.0,concrete,145.0,1.0,True,155257.53,,,,
H-000959,P-000959,2019.0,brick,64.0,1.0,False,64050.02,,,,
C-000961,P-000961,,,,,,,warehouse,C,2053964.84,174191.32
H-000962,P-000962,1997.0,brick,214.0,2.0,True,177682.43,,,,
H-000963,P-000963,2021.0,concrete,148.0,2.0,True,125368.69,,,,
C-000964,P-000964,,,,,,,warehouse,B,823696.52,2278197.36
C-000965,P-000965,,,,,,,warehouse,A,2383159.46,2121831.75
H-000966,P-000966,1997.0,brick,170.0,2.0,True,148297.42,,,,
H-000968,P-000968,1984.0,brick,107.0,1.0,True,79779.39,,,,
C-000970,P-000970,,,,,,,office,None,867948.3,1904641.07
H-000971,P-000971,2012.0,brick,87.0,2.0,True,83539.77,,,,
H-000972,P-000972,1982.0,concrete,117.0,1.0,False,123793.42,,,,
H-000976,P-000976,1981.0,concrete,98.0,2.0,True,69718.1,,,,
H-000978,P-000978,2002.0,concrete,52.0,1.0,True,55855.99,,,,
H-000984,P-000984,1996.0,brick,142.0,1.0,True,127858.95,,,,
H-000986,P-000986,1984.0,brick,122.0,1.0,True,101055.24,,,,
C-000988,P-000988,,,,,,,office,B,3592045.01,2033121.82
H-000989,P-000989,2022.0,brick,142.0,2.0,True,131786.82,,,,
C-000994,P-000994,,,,,,,warehouse,A,1306419.77,562524.26
C-000996,P-000996,,,,,,,office,None,2834351.12,961668.44
H-000999,P-000999,1989.0,brick,84.0,1.0,True,64231.75,,,,
H-001011,P-001011,1975.0,wood,162.0,3.0,True,118721.54,,,,
C-001013,P-001013,,,,,,,retail,C,4718523.46,2424247.22
H-001015,P-001015,1967.0,brick,116.0,2.0,False,104902.04,,,,
H-001017,P-001017,2003.0,concrete,76.0,2.0,True,64499.65,,,,
C-001021,P-001021,,,,,,,office,C,564576.78,904680.91
H-001022,P-001022,1994.0,brick,138.0,2.0,False,101938.75,,,,
H-001024,P-001024,2014.0,brick,89.0,2.0,True,81257.86,,,,
C-001029,P-001029,,,,,,,office,B,4808096.81,2048045.35
H-001030,P-001030,1990.0,concrete,170.0,1.0,False,156609.85,,,,
C-001032,P-001032,,,,,,,office,A,444190.15,2270829.75
H-001037,P-001037,1969.0,brick,122.0,1.0,False,94308.01,,,,
H-001038,P-001038,1992.0,concrete,147.0,1.0,True,83837.52,,,,
C-001040,P-001040,,,,,,,warehouse,B,3910599.08,1465352.74
C-001042,P-001042,,,,,,,retail,A,2224864.58,2081072.31
H-001044,P-001044,1999.0,brick,116.0,2.0,False,82973.72,,,,
H-001046,P-001046,2009.0,concrete,95.0,2.0,False,110328.97,,,,
H-001049,P-001049,2005.0,brick,85.0,2.0,True,70449.46,,,,
C-001050,P-001050,,,,,,,warehouse,None,4883436.42,1474470.45
H-001055,P-001055,2018.0,brick,54.0,3.0,False,63899.29,,,,
C-001059,P-001059,,,,,,,warehouse,C,1351091.94,1940463.17
H-001060,P-001060,2003.0,brick,70.0,1.0,False,55677.48,,,,
H-001061,P-001061,1995.0,concrete,47.0,2.0,True,37718.76,,,,
H-001063,P-001063,2015.0,brick,145.0,2.0,False,108655.05,,,,
C-001064,P-001064,,,,,,,office,A,139571.75,2266270.79
H-001070,P-001070,1979.0,brick,81.0,1.0,True,62298.03,,,,
H-001072,P-001072,2011.0,concrete,121.0,2.0,True,92477.61,,,,
H-001074,P-001074,2010.0,brick,81.0,2.0,True,74677.46,,,,
H-001077,P-001077,1984.0,concrete,94.0,1.0,True,79889.77,,,,
H-001078,P-001078,1971.0,concrete,174.0,2.0,False,191605.25,,,,
C-001080,P-001080,,,,,,,office,C,4378705.04,693454.73
H-001089,P-001089,1968.0,concrete,70.0,1.0,True,75640.76,,,,
C-001095,P-001095,,,,,,,factory,B,4965186.62,2260325.42
H-001098,P-001098,1996.0,brick,192.0,3.0,True,159500.47,,,,
H-001100,P-001100,1993.0,brick,169.0,2.0,True,116170.95,,,,
H-001102,P-001102,1997.0,concrete,105.0,3.0,True,87921.84,,,,
H-001104,P-001104,2023.0,concrete,165.0,2.0,False,156180.94,,,,
C-001107,P-001107,,,,,,,retail,B,577738.45,1669521.42
H-001108,P-001108,1998.0,concrete,83.0,3.0,False,70498.61,,,,
H-001109,P-001109,2003.0,brick,132.0,2.0,True,97199.36,,,,
H-001110,P-001110,1980.0,concrete,120.0,2.0,True,132583.19,,,,
H-001113,P-001113,2000.0,brick,74.0,2.0,True,66593.54,,,,
H-001116,P-001116,2002.0,concrete,129.0,1.0,False,111470.39,,,,
H-001117,P-001117,1976.0,concrete,136.0,2.0,True,104087.84,,,,
H-001118,P-001118,1994.0,concrete,197.0,1.0,True,177522.64,,,,
H-001121,P-001121,1999.0,concrete,111.0,1.0,False,92111.76,,,,
H-001124,P-001124,1986.0,brick,140.0,1.0,True,113163.62,,,,
H-001127,P-001127,1978.0,brick,40.0,1.0,False,47704.89,,,,
C-001128,P-001128,,,,,,,warehouse,None,1911004.71,458571.74
H-001130,P-001130,2022.0,brick,107.0,2.0,False,97523.81,,,,
H-001134,P-001134,2014.0,brick,170.0,1.0,False,163809.94,,,,
H-001135,P-001135,1991.0,brick,50.0,1.0,True,39984.11,,,,
H-001138,P-001138,1984.0,brick,113.0,1.0,True,133808.72,,,,
H-001140,P-001140,1966.0,concrete,128.0,1.0,False,86557.45,,,,
H-001141,P-001141,2013.0,brick,148.0,2.0,True,125684.67,,,,
C-001142,P-001142,,,,,,,office,B,2998607.12,742195.49
H-001144,P-001144,1994.0,brick,95.0,2.0,True,83815.76,,,,
C-001146,P-001146,,,,,,,retail,A,1818897.58,156114.91
H-001148,P-001148,1981.0,brick,141.0,1.0,True,146348.94,,,,
H-001149,P-001149,1976.0,brick,117.0,1.0,True,118330.63,,,,
H-001153,P-001153,1989.0,brick,40.0,2.0,True,39467.3,,,,
C-001156,P-001156,,,,,,,warehouse,B,3876063.17,2091338.21
H-001157,P-001157,1999.0,concrete,114.0,2.0,False,82859.77,,,,
C-001158,P-001158,,,,,,,warehouse,C,3351815.78,1938648.41
C-001159,P-001159,,,,,,,office,B,162674.08,1485192.75
H-001160,P-001160,1984.0,brick,116.0,1.0,True,107318.42,,,,
C-001162,P-001162,,,,,,,retail,None,3634269.49,2017921.58
H-001165,P-001165,1988.0,brick,125.0,1.0,True,90233.44,,,,
C-001168,P-001168,,,,,,,warehouse,C,1870388.07,1805101.76
H-001171,P-001171,2010.0,brick,111.0,2.0,True,123471.92,,,,
H-001173,P-001173,1999.0,brick,86.0,1.0,False,72881.55,,,,
H-001175,P-001175,1966.0,brick,50.0,2.0,False,41617.06,,,,
C-001177,P-001177,,,,,,,retail,A,4918339.51,1895099.08
H-001178,P-001178,2002.0,concrete,162.0,1.0,True,109129.83,,,,
C-001179,P-001179,,,,,,,office,None,795645.48,1964864.31
H-001181,P-001181,1972.0,concrete,65.0,1.0,False,60944.47,,,,
H-001182,P-001182,2009.0,brick,166.0,1.0,True,128336.46,,,,
C-001184,P-001184,,,,,,,warehouse,B,1119203.93,2024424.34
H-001185,P-001185,1973.0,concrete,147.0,2.0,False,122656.1,,,,
C-001190,P-001190,,,,,,,office,A,3706013.6,598099.45
H-001194,P-001194,1996.0,wood,162.0,1.0,False,112106.16,,,,
H-001195,P-001195,2002.0,brick,68.0,2.0,True,37492.22,,,,
H-001204,P-001204,1978.0,brick,123.0,2.0,True,122967.15,,,,
H-001207,P-001207,1980.0,concrete,149.0,1.0,True,100365.14,,,,
H-001220,P-001220,2012.0,brick,51.0,3.0,False,42819.07,,,,
H-001222,P-001222,1967.0,brick,86.0,2.0,False,80443.17,,,,
C-001224,P-001224,,,,,,,factory,C,2090364.57,2057107.27
H-001229,P-001229,1991.0,concrete,127.0,2.0,False,97491.2,,,,
H-001230,P-001230,2006.0,brick,98.0,3.0,False,107199.75,,,,
H-001232,P-001232,1968.0,brick,109.0,1.0,True,99613.28,,,,
C-001233,P-001233,,,,,,,office,A,3991507.66,417527.19
H-001235,P-001235,1993.0,concrete,129.0,2.0,False,100206.11,,,,
H-001241,P-001241,1991.0,wood,61.0,2.0,False,52687.12,,,,
C-001242,P-001242,,,,,,,warehouse,C,103709.48,541653.35
H-001244,P-001244,2019.0,concrete,136.0,1.0,True,126518.07,,,,
H-001247,P-001247,2012.0,wood,71.0,3.0,True,51115.75,,,,
H-001249,P-001249,1982.0,brick,91.0,1.0,False,79683.48,,,,
H-001252,P-001252,1987.0,brick,124.0,1.0,True,147359.22,,,,
C-001254,P-001254,,,,,,,factory,C,4837783.93,1380646.22
H-001255,P-001255,1984.0,brick,151.0,1.0,True,96592.89,,,,
H-001256,P-001256,1984.0,concrete,62.0,2.0,True,47177.4,,,,
C-001257,P-001257,,,,,,,office,B,2032163.76,518920.46
C-001260,P-001260,,,,,,,office,B,1935480.71,901710.12
C-001262,P-001262,,,,,,,warehouse,A,2328010.14,1870150.09
C-001263,P-001263,,,,,,,factory,C,361153.05,1110778.11
H-001265,P-001265,1997.0,brick,155.0,1.0,False,144901.23,,,,
C-001268,P-001268,,,,,,,office,C,2725722.71,2442220.23
C-001269,P-001269,,,,,,,factory,None,1929744.35,1400449.56
H-001270,P-001270,1992.0,brick,117.0,2.0,True,120808.78,,,,
H-001271,P-001271,1983.0,brick,148.0,3.0,True,135231.78,,,,
C-001272,P-001272,,,,,,,warehouse,B,273038.46,781978.93
C-001279,P-001279,,,,,,,warehouse,None,203555.01,907770.48
C-001282,P-001282,,,,,,,office,C,3321279.09,350753.87
H-001284,P-001284,1983.0,concrete,137.0,2.0,True,104148.19,,,,
H-001288,P-001288,1984.0,brick,109.0,1.0,True,78077.03,,,,
H-001289,P-001289,1985.0,brick,91.0,2.0,True,85912.69,,,,
C-001292,P-001292,,,,,,,warehouse,A,620094.11,1063747.0
H-001295,P-001295,1965.0,brick,40.0,1.0,False,33981.37,,,,
C-001296,P-001296,,,,,,,warehouse,None,3827206.78,987610.84
H-001300,P-001300,1994.0,brick,141.0,1.0,True,121586.98,,,,
C-001301,P-001301,,,,,,,warehouse,B,1494998.26,884675.75
H-001307,P-001307,1993.0,brick,40.0,1.0,True,42678.3,,,,
H-001308,P-001308,1989.0,concrete,60.0,2.0,False,44803.99,,,,
H-001311,P-001311,2004.0,concrete,84.0,2.0,False,77517.73,,,,
H-001312,P-001312,1995.0,brick,94.0,1.0,True,71659.97,,,,
H-001313,P-001313,1992.0,concrete,66.0,1.0,True,55605.68,,,,
H-001317,P-001317,1987.0,concrete,124.0,2.0,True,94469.87,,,,
H-001319,P-001319,2001.0,brick,217.0,2.0,True,266278.16,,,,
H-001322,P-001322,1989.0,brick,124.0,1.0,True,80861.08,,,,
H-001324,P-001324,1988.0,wood,77.0,2.0,False,42917.45,,,,
H-001325,P-001325,1971.0,brick,112.0,1.0,False,77770.87,,,,
C-001329,P-001329,,,,,,,office,C,124307.34,989551.78
H-001331,P-001331,1972.0,brick,93.0,1.0,True,75742.16,,,,
H-001334,P-001334,1991.0,brick,121.0,3.0,True,121092.2,,,,
H-001336,P-001336,2008.0,concrete,102.0,1.0,True,96553.41,,,,
H-001342,P-001342,1979.0,brick,102.0,1.0,False,88416.56,,,,
H-001343,P-001343,2007.0,concrete,99.0,1.0,False,126890.13,,,,
H-001344,P-001344,2000.0,brick,61.0,2.0,False,51360.87,,,,
H-001346,P-001346,2000.0,concrete,66.0,2.0,True,43891.54,,,,
C-001347,P-001347,,,,,,,office,B,4925853.08,2037393.2
H-001351,P-001351,2020.0,wood,116.0,1.0,False,129594.97,,,,
H-001354,P-001354,1971.0,brick,97.0,1.0,False,107860.82,,,,
H-001356,P-001356,1988.0,brick,54.0,1.0,False,49571.92,,,,
C-001358,P-001358,,,,,,,warehouse,A,2498457.12,1284265.38
H-001359,P-001359,2020.0,concrete,80.0,1.0,True,60549.62,,,,
H-001361,P-001361,1980.0,concrete,145.0,2.0,False,142929.38,,,,
H-001362,P-001362,1974.0,brick,104.0,1.0,True,80759.84,,,,
H-001365,P-001365,2006.0,brick,43.0,2.0,True,27842.14,,,,
H-001366,P-001366,2022.0,brick,99.0,1.0,True,107581.81,,,,
H-001368,P-001368,1969.0,brick,60.0,2.0,True,43326.29,,,,
C-001370,P-001370,,,,,,,warehouse,C,2906945.45,1891813.33
H-001388,P-001388,2019.0,brick,94.0,1.0,False,67407.79,,,,
H-001392,P-001392,1995.0,concrete,73.0,2.0,True,51542.6,,,,
H-001396,P-001396,1971.0,concrete,196.0,2.0,True,202302.6,,,,
H-001399,P-001399,1995.0,brick,125.0,2.0,True,116166.02,,,,
H-001402,P-001402,1969.0,brick,76.0,1.0,True,56464.39,,,,
H-001405,P-001405,1988.0,brick,49.0,3.0,True,44641.91,,,,
C-001408,P-001408,,,,,,,office,B,4063700.54,122767.33
C-001410,P-001410,,,,,,,warehouse,A,2950998.0,2383050.93
H-001411,P-001411,1987.0,concrete,163.0,2.0,True,120042.78,,,,
H-001415,P-001415,1994.0,concrete,96.0,3.0,True,101957.54,,,,
C-001420,P-001420,,,,,,,office,A,3743720.94,2336232.82
H-001421,P-001421,1972.0,brick,40.0,1.0,True,35018.03,,,,
H-001422,P-001422,1979.0,brick,159.0,1.0,False,126165.37,,,,
H-001423,P-001423,2022.0,brick,61.0,1.0,True,62111.42,,,,
H-001425,P-001425,2021.0,brick,109.0,2.0,False,111164.8,,,,
C-001426,P-001426,,,,,,,office,None,4952717.62,2284323.88
C-001428,P-001428,,,,,,,retail,None,3550029.97,1000923.3
H-001429,P-001429,2008.0,brick,40.0,2.0,True,36670.8,,,,
H-001431,P-001431,1968.0,brick,77.0,2.0,False,80024.07,,,,
H-001432,P-001432,2010.0,brick,126.0,2.0,False,98069.57,,,,
H-001434,P-001434,1994.0,concrete,116.0,1.0,False,141737.36,,,,
C-001439,P-001439,,,,,,,office,B,1451058.6,2371259.28
H-001441,P-001441,1974.0,concrete,168.0,1.0,False,143017.72,,,,
H-001442,P-001442,2016.0,concrete,81.0,1.0,False,88556.31,,,,
H-001443,P-001443,2013.0,concrete,127.0,1.0,False,120402.39,,,,
H-001446,P-001446,2004.0,concrete,216.0,3.0,True,183354.97,,,,
H-001447,P-001447,1993.0,brick,143.0,2.0,True,80109.03,,,,
C-001449,P-001449,,,,,,,retail,None,2877045.87,850812.7
C-001453,P-001453,,,,,,,warehouse,B,2381517.22,2308152.58
H-001454,P-001454,1985.0,concrete,86.0,3.0,True,89912.55,,,,
C-001456,P-001456,,,,,,,warehouse,B,2331960.49,1206595.56
H-001457,P-001457,1981.0,concrete,97.0,1.0,False,73989.56,,,,
H-001461,P-001461,1987.0,brick,166.0,1.0,False,180331.99,,,,
H-001464,P-001464,2007.0,wood,77.0,2.0,True,67730.46,,,,
H-001465,P-001465,1984.0,brick,135.0,1.0,False,130259.96,,,,
H-001469,P-001469,1994.0,concrete,48.0,2.0,True,35735.71,,,,
H-001471,P-001471,2001.0,brick,50.0,1.0,True,49971.1,,,,
H-001472,P-001472,1968.0,wood,166.0,1.0,False,187926.45,,,,
H-001476,P-001476,2011.0,brick,83.0,1.0,True,87481.59,,,,
H-001483,P-001483,2006.0,concrete,192.0,1.0,True,133277.26,,,,
H-001486,P-001486,2010.0,concrete,61.0,1.0,True,57559.62,,,,
H-001489,P-001489,2013.0,concrete,77.0,1.0,True,57658.05,,,,
H-001490,P-001490,1968.0,brick,145.0,1.0,True,118571.37,,,,
H-001492,P-001492,2023.0,brick,125.0,1.0,True,90424.49,,,,
H-001495,P-001495,1970.0,brick,74.0,3.0,True,56842.9,,,,
C-001498,P-001498,,,,,,,warehouse,B,1970264.01,2370091.99
C-001502,P-001502,,,,,,,factory,None,945978.8,718187.73
H-001514,P-001514,1993.0,brick,53.0,3.0,False,53941.25,,,,
H-001517,P-001517,1969.0,brick,109.0,2.0,True,59486.54,,,,
H-001519,P-001519,1965.0,brick,59.0,1.0,False,36358.31,,,,
H-001524,P-001524,2015.0,brick,81.0,1.0,True,85882.91,,,,
H-001525,P-001525,1989.0,concrete,77.0,2.0,False,89950.91,,,,
C-001527,P-001527,,,,,,,retail,A,1062367.06,768805.17
H-001528,P-001528,1991.0,brick,255.0,2.0,False,259926.84,,,,
C-001531,P-001531,,,,,,,factory,None,4797837.42,498104.2
H-001536,P-001536,2010.0,brick,169.0,2.0,True,116991.27,,,,
H-001537,P-001537,1988.0,brick,110.0,1.0,True,60563.47,,,,
H-001538,P-001538,1986.0,concrete,139.0,2.0,False,95497.05,,,,
C-001539,P-001539,,,,,,,warehouse,A,4236705.98,241697.04
H-001547,P-001547,2012.0,brick,159.0,2.0,False,156404.64,,,,
H-001548,P-001548,2004.0,brick,40.0,1.0,True,50275.8,,,,
H-001554,P-001554,2013.0,wood,79.0,1.0,False,80275.71,,,,
H-001555,P-001555,1988.0,concrete,132.0,1.0,False,130994.43,,,,
H-001556,P-001556,1970.0,concrete,84.0,2.0,False,65891.55,,,,
C-001561,P-001561,,,,,,,factory,B,4802182.46,2398312.97
H-001562,P-001562,2010.0,concrete,144.0,1.0,True,122023.92,,,,
H-001565,P-001565,1965.0,concrete,152.0,2.0,False,142503.39,,,,
H-001568,P-001568,2020.0,concrete,149.0,3.0,False,148317.88,,,,
C-001569,P-001569,,,,,,,factory,A,906676.3,122932.48
H-001570,P-001570,2015.0,concrete,44.0,2.0,True,34273.0,,,,
C-001571,P-001571,,,,,,,factory,B,2636620.02,1616917.19
C-001573,P-001573,,,,,,,factory,None,2816519.22,1356943.03
H-001576,P-001576,1978.0,brick,104.0,1.0,False,106846.73,,,,
H-001578,P-001578,1978.0,concrete,60.0,2.0,True,61445.44,,,,
H-001579,P-001579,1976.0,brick,132.0,1.0,False,125664.54,,,,
H-001581,P-001581,1970.0,brick,103.0,1.0,False,94885.21,,,,
H-001584,P-001584,1965.0,brick,80.0,1.0,False,79765.77,,,,
H-001585,P-001585,1979.0,brick,129.0,1.0,True,161879.24,,,,
H-001592,P-001592,2023.0,concrete,126.0,1.0,False,153845.97,,,,
H-001595,P-001595,1971.0,concrete,113.0,2.0,True,138869.57,,,,
H-001597,P-001597,1994.0,concrete,83.0,3.0,True,81789.42,,,,
H-001600,P-001600,2023.0,concrete,59.0,1.0,True,59035.66,,,,
H-001601,P-001601,1980.0,brick,111.0,1.0,False,121532.71,,,,
C-001604,P-001604,,,,,,,office,C,3832496.76,1685614.6
H-001605,P-001605,1986.0,brick,168.0,1.0,True,174305.7,,,,
H-001613,P-001613,1981.0,concrete,139.0,2.0,True,120669.53,,,,
H-001616,P-001616,2007.0,brick,125.0,1.0,False,97396.88,,,,
H-001617,P-001617,1981.0,brick,124.0,1.0,True,143878.0,,,,
H-001618,P-001618,2007.0,brick,152.0,2.0,True,87726.94,,,,
H-001619,P-001619,2007.0,brick,116.0,1.0,False,99352.64,,,,
C-001621,P-001621,,,,,,,factory,A,2874632.87,1657386.04
H-001622,P-001622,2023.0,brick,150.0,1.0,True,111600.12,,,,
H-001623,P-001623,1980.0,concrete,135.0,1.0,False,106092.41,,,,
H-001624,P-001624,1978.0,brick,125.0,2.0,False,154090.9,,,,
H-001631,P-001631,2000.0,concrete,103.0,1.0,True,59866.96,,,,
H-001632,P-001632,2015.0,brick,98.0,2.0,True,88267.54,,,,
C-001637,P-001637,,,,,,,warehouse,A,1911923.4,1916055.77
H-001639,P-001639,2013.0,concrete,89.0,3.0,True,70876.83,,,,
H-001645,P-001645,1970.0,concrete,166.0,2.0,False,107055.7,,,,
H-001648,P-001648,2018.0,brick,40.0,2.0,False,43945.32,,,,
H-001650,P-001650,1971.0,brick,61.0,1.0,False,52430.64,,,,
H-001651,P-001651,1983.0,concrete,104.0,2.0,True,100014.21,,,,
H-001657,P-001657,1982.0,brick,103.0,2.0,True,119888.79,,,,
H-001659,P-001659,1975.0,concrete,84.0,1.0,True,67992.87,,,,
H-001660,P-001660,2013.0,concrete,55.0,2.0,True,46422.67,,,,
C-001663,P-001663,,,,,,,retail,C,4467661.49,198736.36
H-001664,P-001664,2016.0,concrete,68.0,1.0,True,60043.08,,,,
H-001667,P-001667,2006.0,concrete,165.0,1.0,False,119944.07,,,,
C-001670,P-001670,,,,,,,warehouse,B,1335420.92,580383.98
H-001671,P-001671,2001.0,brick,98.0,1.0,True,89305.96,,,,
H-001673,P-001673,1970.0,concrete,93.0,2.0,False,98173.91,,,,
C-001674,P-001674,,,,,,,office,B,2693081.02,1950911.46
H-001675,P-001675,2004.0,brick,125.0,1.0,True,108844.3,,,,
H-001676,P-001676,1978.0,brick,136.0,3.0,True,154361.19,,,,
H-001677,P-001677,2001.0,concrete,151.0,1.0,False,113581.49,,,,
H-001678,P-001678,2011.0,concrete,127.0,2.0,True,79558.26,,,,
C-001679,P-001679,,,,,,,warehouse,B,1735935.73,1638876.99
H-001682,P-001682,1987.0,brick,116.0,3.0,False,136073.99,,,,
C-001689,P-001689,,,,,,,warehouse,B,2994135.38,1086893.81
H-001694,P-001694,1974.0,concrete,135.0,1.0,True,118055.98,,,,
H-001699,P-001699,2007.0,concrete,165.0,1.0,False,137776.37,,,,
H-001700,P-001700,1972.0,brick,51.0,2.0,True,43387.11,,,,
C-001703,P-001703,,,,,,,warehouse,A,1250301.02,464905.19
H-001708,P-001708,1990.0,brick,129.0,1.0,False,93433.63,,,,
H-001709,P-001709,2021.0,brick,182.0,3.0,True,196848.32,,,,
C-001710,P-001710,,,,,,,office,C,3268536.47,553945.14
H-001711,P-001711,1987.0,brick,87.0,2.0,True,82803.01,,,,
H-001712,P-001712,1988.0,brick,77.0,1.0,False,64585.72,,,,
H-001715,P-001715,1979.0,brick,61.0,1.0,False,61427.52,,,,
C-001718,P-001718,,,,,,,warehouse,C,251318.23,1641916.84
H-001719,P-001719,2003.0,concrete,129.0,2.0,True,104587.52,,,,
H-001724,P-001724,2014.0,brick,91.0,2.0,False,93880.73,,,,
H-001727,P-001727,2013.0,brick,112.0,1.0,False,103728.48,,,,
H-001729,P-001729,2020.0,brick,119.0,2.0,True,112745.8,,,,
H-001730,P-001730,1988.0,concrete,145.0,2.0,True,157842.21,,,,
H-001739,P-001739,2005.0,wood,92.0,1.0,True,58593.06,,,,
H-001745,P-001745,1965.0,concrete,113.0,3.0,False,102407.88,,,,
H-001746,P-001746,1985.0,brick,147.0,3.0,True,134321.77,,,,
H-001753,P-001753,1994.0,concrete,129.0,2.0,False,115078.55,,,,
C-001754,P-001754,,,,,,,factory,C,1189562.18,1218494.65
H-001756,P-001756,1990.0,brick,114.0,2.0,True,99086.15,,,,
C-001757,P-001757,,,,,,,office,A,4947218.46,902250.37
H-001760,P-001760,1973.0,concrete,113.0,1.0,False,93210.85,,,,
H-001765,P-001765,2014.0,concrete,97.0,2.0,False,111662.75,,,,
H-001768,P-001768,1978.0,brick,139.0,2.0,False,129801.97,,,,
H-001773,P-001773,1994.0,brick,107.0,2.0,False,80455.85,,,,
H-001774,P-001774,1993.0,brick,81.0,1.0,False,74515.77,,,,
H-001777,P-001777,2011.0,concrete,67.0,2.0,False,42353.72,,,,
H-001781,P-001781,2012.0,brick,116.0,2.0,False,107968.89,,,,
H-001793,P-001793,1993.0,concrete,86.0,2.0,True,91381.88,,,,
C-001796,P-001796,,,,,,,office,B,3046201.84,915121.83
C-001797,P-001797,,,,,,,warehouse,C,759228.56,2401632.99
C-001800,P-001800,,,,,,,warehouse,A,3413630.08,656518.27
C-001801,P-001801,,,,,,,warehouse,A,2769722.87,1862267.89
C-001810,P-001810,,,,,,,warehouse,A,2191410.18,382749.41
H-001811,P-001811,1980.0,brick,45.0,1.0,True,40842.26,,,,
C-001813,P-001813,,,,,,,warehouse,B,1093557.96,1528775.34
H-001815,P-001815,1974.0,brick,89.0,1.0,True,75366.66,,,,
H-001823,P-001823,2000.0,concrete,40.0,1.0,False,34599.03,,,,
H-001824,P-001824,1983.0,concrete,144.0,2.0,False,77881.47,,,,
H-001825,P-001825,1997.0,concrete,128.0,1.0,False,98350.51,,,,
H-001826,P-001826,1974.0,concrete,76.0,1.0,False,66440.98,,,,
H-001827,P-001827,1976.0,concrete,119.0,1.0,False,100950.78,,,,
H-001831,P-001831,1966.0,wood,93.0,3.0,False,112889.14,,,,
C-001836,P-001836,,,,,,,warehouse,B,3766735.61,400617.89
H-001837,P-001837,1977.0,brick,87.0,1.0,True,88220.63,,,,
C-001839,P-001839,,,,,,,office,B,4331424.73,1121606.57
C-001840,P-001840,,,,,,,office,C,222242.26,96533.84
H-001841,P-001841,1999.0,brick,94.0,1.0,False,55557.2,,,,
H-001844,P-001844,1986.0,brick,173.0,2.0,True,149717.3,,,,
H-001845,P-001845,1965.0,brick,63.0,1.0,True,63709.52,,,,
H-001846,P-001846,1998.0,concrete,105.0,1.0,True,102939.04,,,,
H-001847,P-001847,1979.0,brick,92.0,2.0,True,74721.0,,,,
H-001853,P-001853,2004.0,brick,69.0,1.0,False,61877.42,,,,
H-001854,P-001854,1974.0,brick,40.0,2.0,False,24441.35,,,,
C-001856,P-001856,,,,,,,retail,A,4157560.49,1750919.21
H-001861,P-001861,1985.0,brick,106.0,1.0,False,59038.72,,,,
H-001865,P-001865,1983.0,brick,97.0,1.0,True,89736.45,,,,
H-001868,P-001868,2018.0,concrete,177.0,1.0,False,173837.75,,,,
H-001874,P-001874,2004.0,concrete,115.0,2.0,False,100665.53,,,,
H-001875,P-001875,2008.0,brick,60.0,1.0,False,59211.02,,,,
H-001878,P-001878,1980.0,brick,77.0,1.0,True,82516.27,,,,
H-001883,P-001883,2022.0,brick,152.0,2.0,True,126208.76,,,,
H-001884,P-001884,2011.0,concrete,125.0,1.0,False,88807.64,,,,
H-001885,P-001885,2018.0,brick,125.0,3.0,False,80326.93,,,,
H-001887,P-001887,2000.0,brick,78.0,1.0,True,57127.01,,,,
H-001888,P-001888,2009.0,brick,189.0,2.0,False,156500.85,,,,
C-001889,P-001889,,,,,,,office,C,1870040.72,334489.45
H-001891,P-001891,2001.0,concrete,131.0,1.0,False,111358.21,,,,
C-001894,P-001894,,,,,,,factory,B,1781871.72,1559995.17
H-001897,P-001897,2007.0,brick,65.0,3.0,False,75742.37,,,,
H-001898,P-001898,1968.0,brick,93.0,2.0,False,74471.07,,,,
C-001899,P-001899,,,,,,,office,B,1763297.18,1389938.6
H-001901,P-001901,1979.0,brick,88.0,2.0,True,72678.09,,,,
H-001902,P-001902,1972.0,concrete,41.0,4.0,True,24264.09,,,,
C-001904,P-001904,,,,,,,factory,C,1701713.45,874124.06
C-001905,P-001905,,,,,,,warehouse,C,1891869.68,1059380.9
H-001907,P-001907,1971.0,concrete,183.0,2.0,True,203870.35,,,,
C-001909,P-001909,,,,,,,warehouse,None,1114459.87,1704600.29
H-001912,P-001912,2002.0,concrete,111.0,2.0,True,86663.91,,,,
