coverage_id,policy_id,coverage_type,limit,deductible,premium_component
CV-0000482,P-000087,liability,250000.0,2500,237.08
CV-0000483,P-000088,dwelling,74563.14,250,62.43
CV-0000484,P-000088,other_structures,7456.31,250,88.11
CV-0000485,P-000088,personal_property,14912.63,500,98.66
CV-0000486,P-000088,loss_of_use,7456.31,250,94.48
CV-0000487,P-000088,personal_liability,100000.0,250,85.74
CV-0000488,P-000088,medical_payments,5000.0,500,78.5
CV-0000489,P-000089,liability_bi,50000.0,400,81.31
CV-0000490,P-000089,liability_pd,25000.0,800,95.7
CV-0000491,P-000089,collision,15000.0,400,55.14
CV-0000492,P-000089,comprehensive,15000.0,200,38.45
CV-0000493,P-000089,uninsured_motorist,25000.0,200,59.25
CV-0000494,P-000089,medical_payments,5000.0,400,38.32
CV-0000495,P-000090,building,2354031.47,1000,199.35
CV-0000496,P-000090,contents,1861612.82,10000,662.41
CV-0000497,P-000090,business_interruption,941612.59,1000,516.86
CV-0000498,P-000090,equipment_breakdown,470806.29,2500,549.18
CV-0000499,P-000090,liability,250000.0,1000,257.65
CV-0000500,P-000091,liability_bi,50000.0,200,27.06
CV-0000501,P-000091,liability_pd,25000.0,400,27.35
CV-0000502,P-000091,collision,15000.0,0,62.78
CV-0000503,P-000091,comprehensive,15000.0,200,76.32
CV-0000504,P-000091,uninsured_motorist,25000.0,400,31.65
CV-0000505,P-000091,medical_payments,5000.0,400,74.61
CV-0000506,P-000092,liability_bi,50000.0,200,54.28
CV-0000507,P-000092,liability_pd,25000.0,400,70.13
CV-0000508,P-000092,collision,15000.0,400,38.31
CV-0000509,P-000092,comprehensive,15000.0,400,69.42
CV-0000510,P-000092,uninsured_motorist,25000.0,200,42.84
CV-0000511,P-000092,medical_payments,5000.0,400,53.35
CV-0000512,P-000093,liability_bi,50000.0,800,72.38
CV-0000513,P-000093,liability_pd,25000.0,400,72.89
CV-0000514,P-000093,collision,15000.0,800,43.09
CV-0000515,P-000093,comprehensive,15000.0,0,34.19
CV-0000516,P-000093,uninsured_motorist,25000.0,800,35.09
CV-0000517,P-000093,medical_payments,5000.0,200,56.54
CV-0000518,P-000094,building,2485624.11,1000,609.5
CV-0000519,P-000094,contents,1360784.23,5000,310.51
CV-0000520,P-000094,business_interruption,994249.64,2500,597.72
CV-0000521,P-000094,equipment_breakdown,497124.82,10000,378.23
CV-0000522,P-000094,liability,250000.0,5000,548.97
CV-0000523,P-000095,personal_property,25000.0,250,51.75
CV-0000524,P-000095,liability,50000.0,250,42.65
CV-0000525,P-000095,loss_of_use,5000.0,250,37.69
CV-0000526,P-000096,liability_bi,50000.0,0,62.57
CV-0000527,P-000096,liability_pd,25000.0,200,58.1
CV-0000528,P-000096,collision,15000.0,0,66.52
CV-0000529,P-000096,comprehensive,15000.0,800,27.52
CV-0000530,P-000096,uninsured_motorist,25000.0,200,50.85
CV-0000531,P-000096,medical_payments,5000.0,200,35.44
CV-0000532,P-000097,liability_bi,50000.0,400,59.46
CV-0000533,P-000097,liability_pd,25000.0,400,55.86
CV-0000534,P-000097,collision,15000.0,200,70.16
CV-0000535,P-000097,comprehensive,15000.0,0,38.36
CV-0000536,P-000097,uninsured_motorist,25000.0,400,55.04
CV-0000537,P-000097,medical_payments,5000.0,200,91.68
CV-0000538,P-000098,liability_bi,50000.0,200,21.73
CV-0000539,P-000098,liability_pd,25000.0,800,48.12
CV-0000540,P-000098,collision,15000.0,200,51.08
CV-0000541,P-000098,comprehensive,15000.0,800,49.21
CV-0000542,P-000098,uninsured_motorist,25000.0,0,30.2
CV-0000543,P-000098,medical_payments,5000.0,0,50.4
CV-0000544,P-000099,building,1920096.03,1000,450.39
CV-0000545,P-000099,contents,350552.08,2500,435.75
CV-0000546,P-000099,business_interruption,768038.41,2500,411.25
CV-0000547,P-000099,equipment_breakdown,384019.21,1000,223.67
CV-0000548,P-000099,liability,250000.0,1000,471.93
CV-0000549,P-000100,liability_bi,50000.0,400,41.34
CV-0000550,P-000100,liability_pd,25000.0,400,73.72
CV-0000551,P-000100,collision,15000.0,400,68.06
CV-0000552,P-000100,comprehensive,15000.0,400,76.44
CV-0000553,P-000100,uninsured_motorist,25000.0,200,76.97
CV-0000554,P-000100,medical_payments,5000.0,200,33.73
CV-0000555,P-000101,liability_bi,50000.0,200,61.9
CV-0000556,P-000101,liability_pd,25000.0,200,27.39
CV-0000557,P-000101,collision,15000.0,400,31.85
CV-0000558,P-000101,comprehensive,15000.0,800,57.83
CV-0000559,P-000101,uninsured_motorist,25000.0,200,57.8
CV-0000560,P-000101,medical_payments,5000.0,200,28.81
CV-0000561,P-000102,dwelling,118849.67,250,121.53
CV-0000562,P-000102,other_structures,11884.97,1500,56.9
CV-0000563,P-000102,personal_property,23769.93,1000,74.0
CV-0000564,P-000102,loss_of_use,11884.97,1500,68.63
CV-0000565,P-000102,personal_liability,100000.0,500,100.29
CV-0000566,P-000102,medical_payments,5000.0,500,53.5
CV-0000567,P-000103,liability_bi,50000.0,400,53.49
CV-0000568,P-000103,liability_pd,25000.0,200,73.74
CV-0000569,P-000103,collision,15000.0,400,88.8
CV-0000570,P-000103,comprehensive,15000.0,800,64.28
CV-0000571,P-000103,uninsured_motorist,25000.0,400,73.33
CV-0000572,P-000103,medical_payments,5000.0,200,29.26
CV-0000573,P-000104,liability_bi,50000.0,400,74.9
CV-0000574,P-000104,liability_pd,25000.0,400,95.22
CV-0000575,P-000104,collision,15000.0,400,109.27
CV-0000576,P-000104,comprehensive,15000.0,800,37.05
CV-0000577,P-000104,uninsured_motorist,25000.0,800,63.39
CV-0000578,P-000104,medical_payments,5000.0,400,88.18
CV-0000579,P-000105,dwelling,59420.87,250,27.84
CV-0000580,P-000105,other_structures,5942.09,500,54.1
CV-0000581,P-000105,personal_property,11884.17,1000,57.97
CV-0000582,P-000105,loss_of_use,5942.09,250,65.69
CV-0000583,P-000105,personal_liability,100000.0,1000,40.12
CV-0000584,P-000105,medical_payments,5000.0,1000,32.75
CV-0000585,P-000106,dwelling,101482.57,500,82.26
CV-0000586,P-000106,other_structures,10148.26,500,42.94
CV-0000587,P-000106,personal_property,20296.51,500,113.1
CV-0000588,P-000106,loss_of_use,10148.26,500,96.9
CV-0000589,P-000106,personal_liability,100000.0,1500,84.47
CV-0000590,P-000106,medical_payments,5000.0,500,86.87
CV-0000591,P-000107,liability_bi,50000.0,800,72.06
CV-0000592,P-000107,liability_pd,25000.0,800,54.93
CV-0000593,P-000107,collision,15000.0,400,40.55
CV-0000594,P-000107,comprehensive,15000.0,800,26.83
CV-0000595,P-000107,uninsured_motorist,25000.0,200,71.53
CV-0000596,P-000107,medical_payments,5000.0,400,59.33
CV-0000597,P-000108,liability_bi,50000.0,0,41.96
CV-0000598,P-000108,liability_pd,25000.0,200,33.8
CV-0000599,P-000108,collision,15000.0,200,54.07
CV-0000600,P-000108,comprehensive,15000.0,400,52.02
CV-0000601,P-000108,uninsured_motorist,25000.0,800,50.4
CV-0000602,P-000108,medical_payments,5000.0,200,46.23
CV-0000603,P-000109,liability_bi,50000.0,200,42.13
CV-0000604,P-000109,liability_pd,25000.0,0,59.88
CV-0000605,P-000109,collision,15000.0,200,49.18
CV-0000606,P-000109,comprehensive,15000.0,400,37.78
CV-0000607,P-000109,uninsured_motorist,25000.0,400,74.49
CV-0000608,P-000109,medical_payments,5000.0,800,57.79
CV-0000609,P-000110,personal_property,25000.0,100,45.8
CV-0000610,P-000110,liability,50000.0,250,43.02
CV-0000611,P-000110,loss_of_use,5000.0,500,46.39
CV-0000612,P-000111,building,3144544.42,5000,596.77
CV-0000613,P-000111,contents,1061804.26,2500,412.85
CV-0000614,P-000111,business_interruption,1257817.77,2500,272.25
CV-0000615,P-000111,equipment_breakdown,628908.88,5000,322.73
CV-0000616,P-000111,liability,250000.0,1000,305.2
CV-0000617,P-000112,liability_bi,50000.0,200,51.41
CV-0000618,P-000112,liability_pd,25000.0,800,36.59
CV-0000619,P-000112,collision,15000.0,400,73.42
CV-0000620,P-000112,comprehensive,15000.0,0,60.87
CV-0000621,P-000112,uninsured_motorist,25000.0,200,26.21
CV-0000622,P-000112,medical_payments,5000.0,400,60.28
CV-0000623,P-000113,personal_property,15000.0,100,21.69
CV-0000624,P-000113,liability,50000.0,250,22.45
CV-0000625,P-000113,loss_of_use,5000.0,250,16.83
CV-0000626,P-000114,personal_property,35000.0,250,22.31
CV-0000627,P-000114,liability,50000.0,250,28.65
CV-0000628,P-000114,loss_of_use,5000.0,250,25.66
CV-0000629,P-000115,personal_property,35000.0,500,39.84
CV-0000630,P-000115,liability,50000.0,250,50.1
CV-0000631,P-000115,loss_of_use,5000.0,250,38.21
CV-0000632,P-000116,building,1130311.16,10000,428.35
CV-0000633,P-000116,contents,1687235.54,1000,393.06
CV-0000634,P-000116,business_interruption,452124.47,2500,388.12
CV-0000635,P-000116,equipment_breakdown,226062.23,5000,204.32
CV-0000636,P-000116,liability,250000.0,5000,251.08
CV-0000637,P-000117,building,1059950.19,2500,345.81
CV-0000638,P-000117,contents,2268800.46,2500,439.52
CV-0000639,P-000117,business_interruption,423980.08,2500,349.41
CV-0000640,P-000117,equipment_breakdown,211990.04,2500,320.34
CV-0000641,P-000117,liability,250000.0,2500,484.67
CV-0000642,P-000118,liability_bi,50000.0,200,90.3
CV-0000643,P-000118,liability_pd,25000.0,400,68.52
CV-0000644,P-000118,collision,15000.0,400,78.08
CV-0000645,P-000118,comprehensive,15000.0,200,117.93
CV-0000646,P-000118,uninsured_motorist,25000.0,200,104.56
CV-0000647,P-000118,medical_payments,5000.0,200,68.52
CV-0000648,P-000119,liability_bi,50000.0,200,83.85
CV-0000649,P-000119,liability_pd,25000.0,400,58.52
CV-0000650,P-000119,collision,15000.0,400,43.82
CV-0000651,P-000119,comprehensive,15000.0,200,41.02
CV-0000652,P-000119,uninsured_motorist,25000.0,400,39.45
CV-0000653,P-000119,medical_payments,5000.0,0,62.08
CV-0000654,P-000120,liability_bi,50000.0,400,86.6
CV-0000655,P-000120,liability_pd,25000.0,200,63.38
CV-0000656,P-000120,collision,15000.0,400,64.75
CV-0000657,P-000120,comprehensive,15000.0,800,72.37
CV-0000658,P-000120,uninsured_motorist,25000.0,800,81.82
CV-0000659,P-000120,medical_payments,5000.0,200,38.05
CV-0000660,P-000121,dwelling,111606.58,250,60.82
CV-0000661,P-000121,other_structures,11160.66,500,64.24
CV-0000662,P-000121,personal_property,22321.32,1500,44.5
CV-0000663,P-000121,loss_of_use,11160.66,500,92.92
CV-0000664,P-000121,personal_liability,100000.0,500,95.84
CV-0000665,P-000121,medical_payments,5000.0,500,101.09
CV-0000666,P-000122,liability_bi,50000.0,400,36.37
CV-0000667,P-000122,liability_pd,25000.0,200,50.18
CV-0000668,P-000122,collision,15000.0,800,22.45
CV-0000669,P-000122,comprehensive,15000.0,0,27.63
CV-0000670,P-000122,uninsured_motorist,25000.0,400,31.31
CV-0000671,P-000122,medical_payments,5000.0,200,40.06
CV-0000672,P-000123,dwelling,80825.62,250,63.68
CV-0000673,P-000123,other_structures,8082.56,250,40.75
CV-0000674,P-000123,personal_property,16165.12,500,97.59
CV-0000675,P-000123,loss_of_use,8082.56,500,34.3
CV-0000676,P-000123,personal_liability,100000.0,1000,78.42
CV-0000677,P-000123,medical_payments,5000.0,1500,91.33
CV-0000678,P-000124,liability_bi,50000.0,0,19.1
CV-0000679,P-000124,liability_pd,25000.0,400,56.03
CV-0000680,P-000124,collision,15000.0,0,42.75
CV-0000681,P-000124,comprehensive,15000.0,400,54.37
CV-0000682,P-000124,uninsured_motorist,25000.0,400,59.06
CV-0000683,P-000124,medical_payments,5000.0,800,30.86
CV-0000684,P-000125,liability_bi,50000.0,200,48.58
CV-0000685,P-000125,liability_pd,25000.0,400,97.6
CV-0000686,P-000125,collision,15000.0,200,41.71
CV-0000687,P-000125,comprehensive,15000.0,200,92.46
CV-0000688,P-000125,uninsured_motorist,25000.0,400,65.54
CV-0000689,P-000125,medical_payments,5000.0,400,62.39
CV-0000690,P-000126,dwelling,30491.52,500,50.11
CV-0000691,P-000126,other_structures,3049.15,1000,21.95
CV-0000692,P-000126,personal_property,6098.3,500,68.96
CV-0000693,P-000126,loss_of_use,3049.15,250,41.09
CV-0000694,P-000126,personal_liability,100000.0,250,36.19
CV-0000695,P-000126,medical_payments,5000.0,500,69.8
CV-0000696,P-000127,personal_property,15000.0,250,18.08
CV-0000697,P-000127,liability,50000.0,250,18.19
CV-0000698,P-000127,loss_of_use,5000.0,100,15.44
CV-0000699,P-000128,personal_property,35000.0,250,25.68
CV-0000700,P-000128,liability,50000.0,250,27.47
CV-0000701,P-000128,loss_of_use,5000.0,100,26.94
CV-0000702,P-000129,building,543834.03,2500,186.96
CV-0000703,P-000129,contents,921588.01,5000,219.98
CV-0000704,P-000129,business_interruption,217533.61,5000,114.53
CV-0000705,P-000129,equipment_breakdown,108766.81,5000,228.77
CV-0000706,P-000129,liability,250000.0,2500,251.69
CV-0000707,P-000130,liability_bi,50000.0,200,84.76
CV-0000708,P-000130,liability_pd,25000.0,200,32.09
CV-0000709,P-000130,collision,15000.0,800,32.26
CV-0000710,P-000130,comprehensive,15000.0,200,104.61
CV-0000711,P-000130,uninsured_motorist,25000.0,0,87.09
CV-0000712,P-000130,medical_payments,5000.0,400,37.01
CV-0000713,P-000131,dwelling,193484.87,500,73.02
CV-0000714,P-000131,other_structures,19348.49,500,165.81
CV-0000715,P-000131,personal_property,38696.97,250,112.74
CV-0000716,P-000131,loss_of_use,19348.49,250,60.81
CV-0000717,P-000131,personal_liability,100000.0,500,131.22
CV-0000718,P-000131,medical_payments,5000.0,1000,106.35
CV-0000719,P-000132,dwelling,86120.47,1000,59.62
CV-0000720,P-000132,other_structures,8612.05,250,65.35
CV-0000721,P-000132,personal_property,17224.09,250,66.43
CV-0000722,P-000132,loss_of_use,8612.05,1000,98.95
CV-0000723,P-000132,personal_liability,100000.0,500,59.12
CV-0000724,P-000132,medical_payments,5000.0,500,51.87
CV-0000725,P-000133,dwelling,188853.34,250,161.43
CV-0000726,P-000133,other_structures,18885.33,500,87.45
CV-0000727,P-000133,personal_property,37770.67,500,128.73
CV-0000728,P-000133,loss_of_use,18885.33,250,143.71
CV-0000729,P-000133,personal_liability,100000.0,1000,108.73
CV-0000730,P-000133,medical_payments,5000.0,500,49.43
CV-0000731,P-000134,liability_bi,50000.0,400,64.47
CV-0000732,P-000134,liability_pd,25000.0,400,90.24
CV-0000733,P-000134,collision,15000.0,0,54.78
CV-0000734,P-000134,comprehensive,15000.0,200,66.95
CV-0000735,P-000134,uninsured_motorist,25000.0,400,86.29
CV-0000736,P-000134,medical_payments,5000.0,400,72.05
CV-0000737,P-000135,liability_bi,50000.0,200,25.45
CV-0000738,P-000135,liability_pd,25000.0,400,73.76
CV-0000739,P-000135,collision,15000.0,200,22.33
CV-0000740,P-000135,comprehensive,15000.0,400,70.16
CV-0000741,P-000135,uninsured_motorist,25000.0,200,52.6
CV-0000742,P-000135,medical_payments,5000.0,400,60.37
CV-0000743,P-000136,dwelling,43699.49,500,75.98
CV-0000744,P-000136,other_structures,4369.95,1500,40.53
CV-0000745,P-000136,personal_property,8739.9,1000,26.62
CV-0000746,P-000136,loss_of_use,4369.95,1500,28.55
CV-0000747,P-000136,personal_liability,100000.0,1000,57.54
CV-0000748,P-000136,medical_payments,5000.0,500,84.8
CV-0000749,P-000137,building,4083540.75,2500,859.96
CV-0000750,P-000137,contents,586647.92,5000,666.24
CV-0000751,P-000137,business_interruption,1633416.3,5000,716.12
CV-0000752,P-000137,equipment_breakdown,816708.15,1000,406.84
CV-0000753,P-000137,liability,250000.0,2500,827.19
CV-0000754,P-000138,personal_property,35000.0,500,64.25
CV-0000755,P-000138,liability,50000.0,250,51.09
CV-0000756,P-000138,loss_of_use,5000.0,500,42.54
CV-0000757,P-000139,dwelling,106208.68,500,100.95
CV-0000758,P-000139,other_structures,10620.87,500,89.13
CV-0000759,P-000139,personal_property,21241.74,1000,38.23
CV-0000760,P-000139,loss_of_use,10620.87,1000,115.63
CV-0000761,P-000139,personal_liability,100000.0,250,94.18
CV-0000762,P-000139,medical_payments,5000.0,500,56.44
CV-0000763,P-000140,dwelling,98638.75,1000,65.22
CV-0000764,P-000140,other_structures,9863.87,500,81.14
CV-0000765,P-000140,personal_property,19727.75,1000,52.09
CV-0000766,P-000140,loss_of_use,9863.87,500,74.48
CV-0000767,P-000140,personal_liability,100000.0,500,96.86
CV-0000768,P-000140,medical_payments,5000.0,500,97.06
CV-0000769,P-000141,liability_bi,50000.0,400,86.47
CV-0000770,P-000141,liability_pd,25000.0,400,60.68
CV-0000771,P-000141,collision,15000.0,800,48.51
CV-0000772,P-000141,comprehensive,15000.0,0,34.72
CV-0000773,P-000141,uninsured_motorist,25000.0,200,35.05
CV-0000774,P-000141,medical_payments,5000.0,800,83.4
CV-0000775,P-000142,dwelling,120022.55,500,86.77
CV-0000776,P-000142,other_structures,12002.26,1000,125.51
CV-0000777,P-000142,personal_property,24004.51,500,74.84
CV-0000778,P-000142,loss_of_use,12002.26,500,88.98
CV-0000779,P-000142,personal_liability,100000.0,250,35.97
CV-0000780,P-000142,medical_payments,5000.0,1000,44.68
CV-0000781,P-000143,dwelling,155333.43,1000,98.43
CV-0000782,P-000143,other_structures,15533.34,500,114.21
CV-0000783,P-000143,personal_property,31066.69,1500,148.83
CV-0000784,P-000143,loss_of_use,15533.34,1000,106.92
CV-0000785,P-000143,personal_liability,100000.0,500,94.16
CV-0000786,P-000143,medical_payments,5000.0,1500,132.65
CV-0000787,P-000144,liability_bi,50000.0,200,116.5
CV-0000788,P-000144,liability_pd,25000.0,200,83.79
CV-0000789,P-000144,collision,15000.0,400,103.44
CV-0000790,P-000144,comprehensive,15000.0,200,118.21
CV-0000791,P-000144,uninsured_motorist,25000.0,400,90.27
CV-0000792,P-000144,medical_payments,5000.0,400,97.09
CV-0000793,P-000145,building,4929858.68,1000,567.09
CV-0000794,P-000145,contents,2059185.96,2500,773.36
CV-0000795,P-000145,business_interruption,1971943.47,5000,536.17
CV-0000796,P-000145,equipment_breakdown,985971.74,2500,941.79
CV-0000797,P-000145,liability,250000.0,1000,1093.52
CV-0000798,P-000146,liability_bi,50000.0,400,79.45
CV-0000799,P-000146,liability_pd,25000.0,0,90.99
CV-0000800,P-000146,collision,15000.0,200,87.01
CV-0000801,P-000146,comprehensive,15000.0,200,48.62
CV-0000802,P-000146,uninsured_motorist,25000.0,800,56.46
CV-0000803,P-000146,medical_payments,5000.0,800,92.87
CV-0000804,P-000147,liability_bi,50000.0,400,28.67
CV-0000805,P-000147,liability_pd,25000.0,400,49.58
CV-0000806,P-000147,collision,15000.0,400,47.57
CV-0000807,P-000147,comprehensive,15000.0,200,73.44
CV-0000808,P-000147,uninsured_motorist,25000.0,0,84.27
CV-0000809,P-000147,medical_payments,5000.0,200,54.86
CV-0000810,P-000148,dwelling,72208.18,500,36.62
CV-0000811,P-000148,other_structures,7220.82,1000,43.15
CV-0000812,P-000148,personal_property,14441.64,500,44.57
CV-0000813,P-000148,loss_of_use,7220.82,1000,82.85
CV-0000814,P-000148,personal_liability,100000.0,500,79.94
CV-0000815,P-000148,medical_payments,5000.0,500,67.52
CV-0000816,P-000149,building,3451902.62,2500,450.58
CV-0000817,P-000149,contents,864410.73,1000,760.32
CV-0000818,P-000149,business_interruption,1380761.05,5000,800.26
CV-0000819,P-000149,equipment_breakdown,690380.52,10000,245.04
CV-0000820,P-000149,liability,250000.0,10000,552.75
CV-0000821,P-000150,liability_bi,50000.0,0,57.88
CV-0000822,P-000150,liability_pd,25000.0,200,67.3
CV-0000823,P-000150,collision,15000.0,800,103.54
CV-0000824,P-000150,comprehensive,15000.0,400,48.87
CV-0000825,P-000150,uninsured_motorist,25000.0,800,121.67
CV-0000826,P-000150,medical_payments,5000.0,200,80.56
CV-0000827,P-000151,dwelling,75320.75,500,76.02
CV-0000828,P-000151,other_structures,7532.08,1500,93.42
CV-0000829,P-000151,personal_property,15064.15,500,49.38
CV-0000830,P-000151,loss_of_use,7532.08,500,91.06
CV-0000831,P-000151,personal_liability,100000.0,500,82.48
CV-0000832,P-000151,medical_payments,5000.0,500,65.61
CV-0000833,P-000152,liability_bi,50000.0,400,35.65
CV-0000834,P-000152,liability_pd,25000.0,200,74.22
CV-0000835,P-000152,collision,15000.0,400,66.42
CV-0000836,P-000152,comprehensive,15000.0,200,79.03
CV-0000837,P-000152,uninsured_motorist,25000.0,800,44.15
CV-0000838,P-000152,medical_payments,5000.0,400,76.33
CV-0000839,P-000153,liability_bi,50000.0,0,97.87
CV-0000840,P-000153,liability_pd,25000.0,800,52.09
CV-0000841,P-000153,collision,15000.0,200,66.95
CV-0000842,P-000153,comprehensive,15000.0,200,85.13
CV-0000843,P-000153,uninsured_motorist,25000.0,800,85.07
CV-0000844,P-000153,medical_payments,5000.0,0,109.98
CV-0000845,P-000154,liability_bi,50000.0,200,74.36
CV-0000846,P-000154,liability_pd,25000.0,200,117.31
CV-0000847,P-000154,collision,15000.0,400,86.25
